"","V42","V43","V44","V45","V46","V47","V48"
"5802",-0.430039,-0.75,-0.1,0.03001953,0.03,-0.34,-0.4800195
"5803",-0.7400488,-1.97001,-0.6300098,-0.4499902,-0.5900098,-1.96001,-1.930029
"5815",-0.8800292,-0.07999023,-0.7199902,-0.5399707,-0.1599902,-1.22999,-0.8100098
"5816",-0.525039,-0.805,-0.095,-0.2049805,0.185,-0.435,0.2149805
"5819",0.237461,-1.2925,-0.5125,-0.6724805,-0.4125,-1.2425,-0.9825195
"5820",-0.455039,-0.945,-0.875,0.1050195,-0.295,-1.095,-0.6950195
"5821",-0.305039,-1.045,-0.815,-0.01498047,-0.775,-1.425,-1.15502
"5822",-0.5150488,-1.45501,-1.38501,-0.02499023,-0.6350098,-1.44501,-1.925029
"5824",-0.585039,-1.325,-1.575,-0.3849805,-1.465,-1.625,-1.89502
"5832",-0.1900488,-1.36001,-0.2300098,0.4000098,-1.09001,-1.27001,-2.410029
"5837",-1.395059,-1.02502,-1.98502,-1.695,-0.9950195,-2.90502,0.6149609
"5838",-1.900039,-2.04,-2.98,-3.23998,-2.94,-3.49,-2.87002
"5844",-0.490039,-1.63,0.4,0.4400195,-0.26,-0.56,-0.1400195
"5847",0.02498051,-1.234981,-0.8649805,0.305039,-0.06498051,-1.364981,0.505
"5849",0.3399512,-0.8700098,-0.8600098,-0.4299902,-0.4000098,-0.9500098,-0.3300293
"5850",0.4449512,-0.1550098,-0.6650098,0.1050098,-0.2450098,-0.3150098,-0.4150293
"5851",0.544961,-0.675,-1.305,0.1150195,-1.405,-0.165,-0.4950195
"5852",-1.025039,-0.495,-0.515,-0.5049805,-0.395,-0.185,-0.6450195
"5853",-1.210039,-0.7,-0.22,-0.7299805,-0.67,-0.83,0.09998047
"5855",-0.965039,-1.105,-0.525,-0.6649805,-0.835,-0.575,-0.2950195
"5859",-0.835039,-1.105,-1.175,-0.9849805,-0.955,-1.095,-0.3350195
"5861",-0.630039,-1.96,-1.17,-0.7199805,-0.49,-1.16,-0.2900195
"5862",-0.4850195,-1.984981,-0.8849805,-0.734961,-0.4949805,-0.9349805,-0.375
"5863",-0.3450488,0.1749902,-0.4250098,-0.4349902,-0.8650098,0.3949902,-0.7950293
"5865",-0.125039,-0.555,-1.115,0.9250195,-1.515,0.545,-0.8550195
"5866",-0.635039,-0.205,-0.425,-0.03498047,-0.105,-1.395,-0.6050195
"5867",-0.4650488,-0.1550098,-0.6150098,-0.04499023,0.2049902,-2.70501,-0.4050293
"5872",-0.705039,-0.665,-2.085,-1.72498,-1.695,-3.465,-3.43502
"5875",-1.160049,-1.94001,-0.6100098,9.765625e-06,-0.3900098,-3.02001,-1.470029
"5876",-0.6850292,-0.2849902,0.4650098,-0.6649707,-0.4149902,0.7750098,-0.6150098
"5881",-0.7000585,-0.2500195,0.8099805,-0.02,-0.9300195,-0.02001953,-0.2200391
"5885",-0.610039,-1.99,-1.53,0.5400195,-0.92,-2.31,-0.9100195
"5887",-0.6350488,-1.51501,-1.03501,0.03500977,-0.4550098,-0.4850098,-0.1350293
"5890",-0.670039,-1.72,-0.18,-0.8199805,-0.75,-0.71,0.05998047
"5892",-1.290029,-1.72999,-0.2699902,-0.9199707,-0.6799902,-1.34999,-9.765625e-06
"5893",0.04996101,-0.01,-0.95,-0.1999805,0.07,0.88,1.70998
"5895",-0.2950195,0.1850195,-1.354981,-1.264961,-0.9449805,-1.044981,-1.285
"5896",0.149961,-0.01,-1.31,-0.9499805,-1.05,-1.92,-1.89002
"5897",-0.09503899,-0.275,-1.435,0.1650195,-0.625,-1.965,-2.40502
"5898",-0.515039,-0.945,-0.595,-1.21498,-0.835,-1.845,-1.87502
"5900",-0.690039,-0.4,-0.16,0.2600195,-0.26,0.24,-0.4600195
"5903",0.764961,-0.985,-0.485,-1.95498,-1.855,-2.315,-1.56502
"5909",-0.670039,-0.43,-0.52,-0.8699805,-0.23,-1.14,0.03998047
"5912",-0.500039,-1.51,-0.66,-0.09998047,-0.72,-0.27,-0.7800195
"5913",-0.655039,-1.495,-1.675,-1.90498,-2.015,-1.975,-2.67502
"5914",-0.01003899,-1.02,-0.98,-0.9699805,-0.83,-1.6,-2.25002
"5917",-0.02001949,-0.6199805,0.7700195,-0.179961,-2.549981,-3.359981,-4.33
"5918",0.01998051,-0.3699805,0.5500195,0.740039,-0.2899805,0.4700195,-1.97
"5919",-0.545039,0.135,-0.015,0.6650195,-0.225,-0.545,-0.1050195
"5921",0.01498051,-2.654981,-0.5549805,-1.984961,-1.104981,-1.104981,0.645
"5924",-0.145039,-1.195,-0.265,0.9850195,0.065,-1.515,0.4049805
"5927",-0.035,-0.864961,-0.704961,0.1850585,-0.324961,-0.304961,-0.1749805
"5928",0.529961,-0.66,-3.455894e-18,0.8700195,-0.02,-0.85,0.3399805
"5929",0.379961,-0.37,-0.26,0.3900195,-0.13,-0.15,0.3699805
"5932",0.344961,-0.645,0.385,-0.9749805,-0.735,-1.945,-1.71502
"5933",-0.380039,-0.96,-0.93,-0.05998047,-0.37,-1.1,0.1299805
"5936",0.339961,-1.23,-0.71,-0.1299805,-0.74,-1.55,-1.29002
"5939",0.794961,-1.605,-1.535,-1.16498,-2.105,-3.135,-2.10502
"5945",-0.870039,-0.44,-0.31,0.7000195,-0.37,-0.43,-0.8400195
"5947",-1.200039,-0.35,-0.19,-0.3599805,-0.15,-1.29,-0.5800195
"5949",-0.315039,-0.325,0.375,0.1350195,-0.005,-0.525,0.4249805
"5953",0.07246101,-2.1675,-0.0875,-1.98748,-1.1775,-1.8775,-1.93752
"5955",-0.515039,-1.525,-3.455,-3.44498,-2.505,-3.055,-3.75502
"5959",0.274961,-0.095,0.305,0.3850195,-0.675,-0.605,-0.1650195
"5960",-1.650039,-1.66,-1.8,-2.13998,-0.58,-0.85,-1.35002
"5961",-1.430019,-1.839981,-1.759981,-1.899961,-0.9199805,-0.6799805,-1.22
"5962",-0.405039,-1.205,-1.395,-1.26498,-1.415,-2.025,-2.21502
"5965",-0.570039,-0.25,-0.57,0.1400195,-0.61,-0.41,-0.7400195
"5968",-0.400039,0.26,-0.51,0.1800195,-0.24,0.42,-1.40002
"5975",-0.180039,-0.05,-0.73,-0.8499805,-0.14,-1.48,-0.09001953
"5983",-1.880039,-1.21,-2.57,-1.98998,-2,-1.76,-2.34002
"5985",-2.125039,-1.095,-2.595,-2.67498,-0.215,-3.345,-3.31502
"5986",-0.800039,-1.69,-1.1,-0.8699805,-0.72,-0.68,-1.57002
"5989",-0.900039,-0.91,-2.56,-2.38998,-1.52,-2.32,-1.78002
"5994",-0.335039,0.125,-0.355,-0.09498047,-0.505,-0.355,-0.4950195
"5999",-0.762539,-0.5825,-0.9025,-0.4824805,-0.8025,0.4375,0.5774805
"6000",-0.350039,-0.51,-0.82,-0.4299805,-0.67,-0.11,-0.7000195
"6001",-0.520039,-0.72,-0.68,-0.1899805,-0.65,-0.27,-0.5100195
"6004",-0.2500097,-1.209971,-0.9099707,-0.2499512,0.5900293,-0.08997074,0.1700097
"6010",-0.305039,-0.725,-1.165,-0.5849805,-1.335,-1.115,1.46498
"6014",0.239961,-1.19,0.46,-0.6699805,-0.18,-0.56,-0.7200195
"6015",0.409961,-1.04,-0.62,-0.6399805,-0.29,-0.92,-0.9400195
"6020",-0.7600292,-1.04999,-0.01999023,0.2700293,-1.15999,0.8900098,-0.1400098
"6024",0.499961,-0.19,0.02,-1.24998,0.16,-0.62,-0.5600195
"6026",0.08995125,-0.2000098,0.1599902,9.765625e-06,0.1199902,-0.5500098,-0.8500293
"6029",-0.270039,-0.52,0.37,-1.20998,0.17,-0.6,-0.8200195
"6030",-0.597539,-0.5175,-0.3075,-0.2574805,0.0825,-0.4375,0.7524805
"6031",-0.380039,-1.12,-0.23,-0.2099805,-0.76,-0.36,-1.35002
"6036",0.219961,-0.13,0.52,0.6600195,-0.06,-0.56,-0.2900195
"6037",0.389961,-0.12,0.52,0.5400195,-0.2,-0.49,-0.3800195
"6043",-0.210039,-0.42,-0.17,-0.1899805,0.19,-0.46,0.3499805
"6044",-0.630039,0.11,-0.15,-0.5099805,-0.38,-1.15,-0.8500195
"6053",0.109961,-0.92,-3.08,-2.38998,-2.95,-1.55,-3.88002
"6054",0.09996101,-1.27,-3.13,-2.56998,-3.41,-2.1,-3.47002
"6055",0.004980507,-1.194981,-3.404981,-2.734961,-3.954981,-2.524981,-3.565
"6056",-0.03003899,-0.31,-1.79,-1.65998,-1.28,1.41,-2.14002
"6059",-0.580039,0.23,-0.58,-0.3799805,-0.11,-0.12,-1.25002
"6060",-0.3000488,-0.1300098,-0.4400098,0.01000977,-0.06000977,0.3099902,-1.420029
"6061",-0.3200292,-0.3899902,-0.4099902,-0.5299707,-0.1199902,-0.4399902,0.02999023
"6062",-0.4600292,-0.8799902,-1.13999,-0.8699707,-0.1999902,-0.5099902,0.02999023
"6063",-0.960039,-0.4,-0.18,-0.8499805,-0.21,-0.78,-1.28002
"6064",-0.980039,-0.45,-3.469447e-18,-1.12998,-0.15,-1.47,-1.12002
"6069",-0.09003899,-0.4,-0.08,-0.6099805,-0.5,-1.99,-0.6100195
"6070",0.589961,-1.49,0.32,-0.7199805,-0.04,-1.4,-1.23002
"6072",-1.080029,0.04000977,-1.17999,-0.9299707,-1.19999,-0.9899902,-1.23001
"6075",-0.370039,-0.41,-0.43,0.2800195,0.26,0.55,0.009980469
"6078",-0.120039,-1.28,-0.27,0.1200195,0.06,0.67,0.1499805
"6079",0.1199707,-1.15999,-0.1299903,-0.1199707,0.2300097,0.7800097,0.3899902
"6081",-1.94931e-05,-0.6799805,-0.6999805,0.850039,-0.2699805,0.6700195,0.41
"6092",-0.06504875,-0.4250098,-0.4250098,-0.4649902,-0.06500977,-0.3450098,-0.0650293
"6097",-0.845039,-1.085,-0.855,-0.4249805,-0.605,-1.375,0.3249805
"6103",-0.295039,-0.795,-0.425,-0.5349805,-0.905,-0.975,-0.09501953
"6105",-0.2500488,-0.6500098,-0.6600098,-0.3199902,0.009990234,-0.1800098,0.1199707
"6107",0.06496101,-0.525,-0.495,0.1150195,0.045,-0.995,-0.6850195
"6109",-0.905039,-0.865,-1.285,-0.1149805,-0.515,-0.745,-0.1750195
"6110",-0.780039,-0.79,-0.69,-0.3299805,-0.37,-0.91,-0.4600195
"6112",-0.920039,-0.83,-1.02,-0.1599805,-0.5,-0.5,-0.3400195
"6113",-0.910039,-0.86,-0.96,-0.4499805,-0.44,-0.48,-0.5100195
"6119",-0.510039,-0.57,-1.59,-0.3599805,-0.6,-0.23,-1.04002
"6120",-0.1400488,-0.6600098,-1.54001,0.01000977,-0.8800098,-0.1400098,-1.230029
"6121",-0.01501949,-0.4549805,-1.284981,0.01503902,-0.7349805,-0.1349805,-1.035
"6124",-0.530039,-3.2,-0.63,-1.91998,-1.7,-2.82,-0.9300195
"6131",0.01998051,-0.5699805,-0.4899805,-0.799961,0.09001949,0.1900195,-0.31
"6134",-1.94931e-05,-0.4799805,-0.2299805,-0.479961,-0.7199805,-1.309981,-0.78
"6135",-0.365039,-0.805,-0.465,-0.6549805,-0.675,-1.245,-1.10502
"6136",0.214961,-0.935,-0.345,-0.7449805,-0.675,-1.825,-0.2650195
"6138",-0.02003899,-1.14,-0.45,-0.1399805,0.23,-0.21,0.4699805
"6141",-0.2100292,-0.4799902,-0.8899902,-3.469971,-2.19999,-3.39999,-1.24001
"6144",1.029961,0.13,-0.99,0.4800195,-0.89,-0.91,-0.7400195
"6147",-0.1100195,-1.579981,-0.6499805,-0.419961,-1.109981,-2.159981,-0.88
"6148",-0.325039,-2.015,-0.495,-0.5849805,0.495,-1.515,-1.29502
"6151",-0.635039,-1.235,-0.135,-0.2949805,-0.455,-1.635,-1.60502
"6152",-0.3150488,-1.00501,-0.2250098,-0.5749902,-0.5450098,-2.31501,-0.9650293
"6154",-0.580039,-0.86,0.07,-0.2399805,0.11,-1.36,-1.33002
"6155",-0.03003899,-1.04,0.24,-0.03998047,-0.01,-1.56,-1.11002
"6157",-0.825039,-0.985,-0.525,-0.1249805,-0.375,-0.975,-0.3050195
"6159",-0.205039,-1.305,0.525,0.2150195,-0.385,-1.295,-1.58502
"6160",-0.005019493,-0.8849805,0.3850195,0.275039,0.08501949,-1.264981,-0.845
"6162",-0.360039,-1.01,0.06,-0.08998047,-0.22,-0.47,-1.81002
"6164",0.159961,0.15,-0.02,-0.5699805,-0.66,-0.33,-0.1400195
"6170",-0.7450292,-0.6149902,-0.07499023,-0.8849707,0.6850098,-1.11499,-0.3250098
"6173",-0.425039,-0.465,-0.015,-0.1349805,-0.265,0.065,0.1349805
"6174",-0.520039,-0.46,-0.39,0.05001953,-0.06,-0.17,-0.4400195
"6176",-0.275039,-0.355,-0.165,0.03501953,-0.395,-0.375,0.1149805
"6177",0.06996101,-0.11,-0.42,-0.2199805,-0.84,-0.4,-0.1900195
"6179",0.104961,-0.375,0.105,0.8050195,0.155,0.395,-0.1650195
"6181",0.614961,-0.005,-0.045,0.6150195,0.205,0.415,-0.3250195
"6182",-0.04503899,-1.525,-0.035,1.08502,0.705,0.755,1.43498
"6185",0.454961,-0.265,-0.545,0.1350195,-0.415,-0.115,0.1549805
"6187",-0.327539,-1.0875,-0.5275,-0.7874805,-0.4675,-0.3275,0.2724805
"6189",0.184961,-1.195,0.505,0.3150195,-0.385,-0.375,0.1549805
"6190",0.419961,-1.44,0.92,0.4800195,0.1,-0.54,-0.8600195
"6192",0.369961,-0.91,0.71,1.48002,-0.26,-1.42,0.2199805
"6193",-0.09502922,-0.7049902,0.4250098,1.185029,-0.5449902,-1.43499,0.4249902
"6195",-0.005019493,-0.09498051,-0.05498051,0.135039,0.02501949,-1.164981,0.435
"6206",1.539961,-0.56,-0.34,-0.4399805,-0.32,-0.6,-1.34002
"6219",-1.060049,-0.8000098,-0.1800098,-0.2599902,0.04999023,0.09999023,0.0899707
"6229",-0.910039,-1.67,-0.12,-0.1899805,-0.68,0.34,-0.6100195
"6230",-0.880039,-1.49,-0.25,-0.2199805,-0.65,0.51,-0.3500195
"6233",0.07995125,-0.5800098,0.2199902,-0.1599902,-0.3500098,0.8599902,0.3899707
"6234",-0.135039,-0.195,-0.635,-0.3349805,-0.525,-0.195,-1.52502
"6235",-0.145039,-0.565,0.045,-0.09498047,-0.785,0.275,-0.3850195
"6236",-0.2750488,-0.7650098,0.02499023,-0.004990234,-1.27501,-0.1150098,-0.0450293
"6241",-0.980039,-0.07,-0.89,-0.5599805,-0.3,-0.86,0.5599805
"6242",-1.135039,-0.215,-0.795,-0.8349805,-0.205,0.135,-0.04501953
"6247",-0.620039,-0.9,-0.53,-1.68998,-0.91,-1.18,-1.00002
"6248",-0.885039,-1.995,-1.835,-1.47498,-1.255,-2.025,-1.28502
"6259",-0.355039,-0.345,0.025,0.08501953,0.065,-0.375,-0.07501953
"6262",-0.4150195,-0.7449805,-0.1549805,-0.144961,-0.4549805,-0.07498051,0.09499996
"6275",-0.03001949,0.09001949,0.5500195,0.210039,0.8200195,-0.3299805,-0.22
"6276",0.05496101,0.215,0.565,0.2050195,0.615,-0.035,-0.1450195
"6277",-0.780039,-1.06,-0.86,-0.9799805,-0.32,-0.67,-1.75002
"6280",-1.435039,-0.105,0.305,-0.06498047,0.415,-1.225,-0.5250195
"6281",0.05497078,0.7650098,0.4450098,0.5950293,0.07500977,-0.3349902,0.9549902
"6287",0.314961,-0.555,-0.015,-0.6049805,-0.005,-0.835,-0.6250195
"6288",0.7849512,-2.75501,-0.1150098,0.3050098,-0.9550098,-1.19501,-0.1150293
"6291",-0.495039,-0.205,-0.165,-0.7849805,-0.055,-1.615,-0.3050195
"6299",0.434961,-0.125,-2.255,0.9950195,-1.045,-1.575,-1.99502
"6300",-0.100039,1.23,-0.82,-0.1799805,-0.93,-0.41,-0.2000195
"6302",0.134961,0.025,-0.265,-0.5349805,-1.785,-1.785,-1.53502
"6304",-0.475039,-0.945,-0.695,0.6150195,0.185,-0.675,0.3349805
"6312",0.674961,0.095,-0.625,0.3750195,-0.115,0.795,0.8649805
"6326",-0.2450488,0.6649902,-0.4450098,0.005009766,-0.1650098,-0.4950098,0.6649707
"6327",0.01996101,0.05,-0.27,-0.1699805,-0.14,-1.38,-0.5200195
"6331",-0.245039,-0.365,0.055,-0.7749805,-0.645,0.585,-0.2850195
"6336",-0.960039,-0.2,0.4,1.47002,-0.25,-1.36,-0.5500195
"6337",-0.345039,-0.335,-0.035,0.1050195,-0.345,-0.745,-0.2750195
"6341",-0.675039,-1.275,-1.925,-1.59498,-0.425,0.085,-0.4450195
"6347",0.729961,-0.7,0.26,-0.09998047,0.49,-0.25,-0.06001953
"6348",0.2499708,1.23001,0.7100098,0.7000293,-0.3599902,-0.3799902,0.01999023
"6350",0.364961,0.205,0.295,0.6950195,0.105,-1.175,0.4649805
"6351",1.849961,0.42,0.67,1.09002,0.64,0.02,-0.3800195
"6354",-1.465039,0.695,-0.255,-0.3149805,0.015,-0.305,-0.8650195
"6356",-1.710039,0.6,-1.59,-0.4099805,2.775558e-17,-0.4,-1.08002
"6357",-1.085039,0.535,-1.505,-0.6549805,-0.365,-0.025,-1.31502
"6358",-0.850039,0.31,-1.17,-0.4299805,-0.48,-0.04,-1.15002
"6359",-0.245039,-0.075,-0.345,0.3350195,-0.055,-0.055,-0.03501953
"6360",-0.370039,-0.31,-0.12,0.5100195,0.21,0.56,-0.5700195
"6362",-0.315039,0.055,-0.155,-0.07498047,-0.275,-0.235,-0.8550195
"6367",-0.162539,-1.3525,-0.4825,-0.9624805,-0.4425,-0.2025,-0.05251953
"6370",-0.005019493,-0.4649805,0.3050195,-0.464961,0.4550195,-0.7049805,0.795
"6371",-0.3850195,-0.4149805,-0.02498051,-0.684961,0.02501949,-0.7349805,0.515
"6373",-0.250039,-0.25,0.35,-0.9699805,-0.15,-0.95,0.1699805
"6374",-0.230039,-0.28,0.05,-1.19998,-0.39,-1.3,0.1799805
"6376",-0.3400488,-0.3900098,0.1899902,-0.9299902,-0.07000977,-1.16001,-0.1300293
"6377",-0.477539,-0.4875,-0.3975,-0.5274805,-0.2675,0.1825,-0.8175195
"6379",0.5199512,-0.5500098,0.2499902,-0.6699902,-0.3800098,-0.6300098,-0.2500293
"6388",-0.3150488,0.1549902,0.6849902,-0.2649902,-0.1350098,0.1649902,-0.2650293
"6401",0.09995125,0.1999902,0.5099902,9.765625e-06,-0.3500098,-0.06000977,-0.2400293
"6402",-1.94931e-05,-0.2999805,0.3500195,-0.599961,-0.02998051,-0.7099805,-0.14
"6414",-0.390039,-1.03,-0.86,-0.8499805,0.53,-0.78,-0.8600195
"6423",1.617461,-1.0125,1.1375,0.9875195,0.8375,-0.2125,-0.8525195
"6424",0.1799708,-0.8299902,-0.1499902,-0.4499707,0.1300098,-0.2499902,-9.765625e-06
"6425",-0.300039,-0.63,-0.5,-0.3499805,-0.48,-0.22,-0.5900195
"6427",-0.250039,-0.2,-0.42,-0.09998047,-0.31,-0.7,-0.7900195
"6432",-0.160039,-0.51,-0.71,0.5600195,-0.2,-0.24,-1.13002
"6437",-0.280039,0.49,0.55,-0.6899805,0.26,-0.02,-0.3900195
"6439",0.624961,0.945,0.545,-0.7649805,0.355,-0.375,-0.9650195
"6441",0.07496101,-0.035,0.175,-0.06498047,-0.395,-0.295,0.03498047
"6442",0.734961,0.645,-0.065,0.3850195,0.275,-0.305,0.1249805
"6447",-0.742539,-1.1525,-0.7525,-0.3624805,-0.0725,-0.1225,-1.68252
"6460",-1.465039,-0.865,-1.285,-0.3449805,-0.655,1.025,0.1049805
"6465",-0.02751949,0.3125195,0.6825195,0.212539,0.9425195,-0.03748051,-0.1875
"6470",-0.185039,0.275,0.645,0.1350195,0.485,-0.085,-0.09501953
"6475",-0.140039,0.46,-0.08,0.3200195,0.01,0.27,0.7399805
"6476",-0.130039,0.06,-0.22,-0.05998047,0.03,-0.57,-0.5700195
"6479",-0.385039,0.495,0.035,0.6150195,0.325,0.375,1.10498
"6482",-0.255039,0.105,0.275,0.4950195,0.455,0.625,0.6249805
"6489",-0.115039,-0.245,-0.415,-0.2149805,-0.305,0.455,-0.5450195
"6491",-0.290039,-0.3,-0.22,0.06001953,-0.07,-0.06,-0.5300195
"6498",-0.210039,1.1,-0.12,0.1100195,0.06,-0.53,-0.2300195
"6499",-0.135039,0.075,-0.015,0.1050195,-0.615,-1.035,-0.9750195
"6500",0.6599512,-0.1500098,-0.6900098,-0.3699902,0.2199902,0.7499902,0.0799707
"6501",0.604961,-0.105,-0.345,-0.2349805,0.165,0.815,0.1749805
"6503",0.329961,-0.83,-6.938894e-18,0.4400195,-0.63,-0.8,-2.88002
"6504",-0.535039,-0.525,-0.005,0.6950195,-0.405,-0.855,-1.26502
"6509",0.374961,0.225,-0.095,-0.03498047,-0.275,-0.995,-0.5250195
"6513",-0.335039,0.155,-0.055,-0.06498047,0.205,0.445,-0.1150195
"6515",0.02495125,0.4149902,0.01499023,-0.01499023,-0.2650098,0.2449902,0.4749707
"6517",-0.1600488,-0.2000098,-0.5800098,-0.4499902,-0.3500098,0.1399902,0.1699707
"6518",-0.05003899,0.03,-0.18,-0.2799805,0.25,-0.23,-0.3500195
"6523",-0.155039,-0.625,-0.605,-0.4949805,-0.485,-0.565,0.3949805
"6526",-0.660039,-0.35,-1.24,-0.9299805,-1.29,0.51,-1.63002
"6531",-0.505039,-1.335,0.205,0.09501953,-0.615,-1.055,0.4449805
"6532",-0.9150488,-1.22501,-0.01500977,-0.02499023,-0.8250098,-0.7850098,0.4749707
"6533",-0.510039,0.7,0.67,1.00002,-0.66,1.35,-0.6200195
"6543",0.439961,-0.12,0.2,1.19002,-0.01,-0.92,-0.3800195
"6545",0.199961,-0.18,0.1,0.5100195,0.24,-0.24,-1.35002
"6548",0.482461,-0.4575,2.2025,1.23252,0.2825,-0.3375,-0.4175195
"6552",0.04496101,-0.265,-0.015,-0.7649805,-0.385,-0.725,-0.8450195
"6555",-0.130039,-0.59,-0.16,-0.3999805,-3.462671e-18,-0.2,0.1899805
"6557",-0.09503899,-0.395,0.195,0.7350195,0.535,0.665,-0.3550195
"6575",-0.422539,-0.3325,-0.6025,0.7575195,0.1175,0.0275,-0.3525195
"6577",-0.410039,-0.42,-0.73,0.3900195,0.07,0.05,-0.3700195
"6585",-0.135039,-0.935,0.455,0.01501953,0.335,-0.445,-0.4150195
"6597",0.409961,0.05,-0.38,-0.2899805,0.22,-0.05,-0.1600195
"6603",-0.120039,0.18,-0.16,-0.1199805,-0.32,0.24,1.04998
"6609",-0.380039,-0.58,0.09,-0.4799805,-0.15,-0.05,-1.27002
"6617",0.1599708,-0.3899902,-0.2799902,0.0700293,-0.4499902,0.1600098,-0.01000977
"6626",-2.047519,1.592519,-2.127481,-1.647461,-1.307481,-0.7674805,-3.4075
"6628",-0.285039,-0.655,-0.365,0.2150195,-0.275,0.955,0.3049805
"6652",-0.855039,0.395,-0.975,-0.1349805,-0.185,-1.495,-0.6350195
"6655",0.01498051,-0.04498051,-0.3449805,-0.644961,-0.3249805,-0.5049805,-0.985
"6661",-0.195039,-0.335,-0.105,-0.7749805,-0.525,-0.625,-0.7250195
"6662",-0.117539,-0.5775,-0.2575,-1.08748,-0.0675,-0.8875,0.02248047
"6664",-0.800039,-0.72,-0.68,-0.7999805,-1.23,-0.5,-1.09002
"6670",0.03496101,-0.075,-0.565,-0.5149805,-0.265,0.205,-0.3850195
"6671",0.009961014,0.04,-0.28,-0.3299805,-0.38,0.02,-0.1300195
"6677",-0.365039,0.725,-0.035,-0.8649805,-0.715,-0.695,0.4649805
"6678",-0.185039,0.645,-0.005,-0.6649805,-0.375,-0.145,0.6349805
"6684",0.01496101,-0.005,-0.575,-0.7349805,-0.555,-1.085,-1.01502
"6690",0.119961,-0.46,-0.68,-1.12998,-0.74,-0.6,-0.4500195
"6691",0.169961,-0.55,-0.35,-0.7999805,0.76,-0.21,-0.1600195
"6698",0.09995125,-0.2200098,-0.1100098,-0.3799902,-0.2900098,-0.7200098,-0.5800293
"6700",-0.365039,-0.355,0.215,-0.07498047,0.555,-0.475,0.1449805
"6703",-0.265039,-1.405,-0.205,-1.61498,-1.295,-1.445,-2.04502
"6707",0.364961,-0.285,-0.165,0.2250195,0.245,0.565,-0.6350195
"6719",0.02996101,-0.49,-1.78,0.3100195,1.03,-0.9,-0.05001953
"6733",-0.785039,-1.475,0.175,-0.9149805,0.285,-1.025,0.7049805
"6736",0.05498051,-1.284981,1.495019,-3.034961,1.245019,-2.134981,3.135
"6737",0.674961,-0.875,2.035,-3.54498,-0.345,-2.035,2.07498
"6738",0.187461,-0.8225,1.1175,-2.98248,-0.9325,-2.4825,0.9974805
"6742",-0.285039,-0.765,-0.835,0.3250195,0.485,-1.695,0.3849805
"6746",-0.01001949,1.100019,0.2900195,0.120039,0.5600195,0.7500195,2.99
"6747",-0.09003899,0.63,0.06,1.98002,0.2,0.06,0.5699805
"6751",-0.462539,-0.6025,-0.1025,-0.7624805,-0.1025,0.1775,0.07748047
"6753",-0.8500488,-0.4600098,-0.03000977,-0.02999023,0.5199902,-0.4200098,-0.1300293
"6756",0.01498051,1.195019,-0.1549805,1.025039,0.6550195,0.09501949,-0.555
"6757",-0.115039,1.185,-0.065,1.24502,0.755,0.185,-0.9450195
"6758",0.03995125,1.19999,-0.3400098,0.7600098,0.4599902,0.09999023,-0.5600293
"6759",0.01496101,0.415,0.095,0.2250195,0.365,-0.795,-0.08501953
"6761",0.862461,1.3625,0.7325,0.2625195,-0.2575,0.3925,-0.02751953
"6763",-0.2450488,-0.06500977,-0.1350098,-0.2349902,0.1749902,-0.6250098,-0.3750293
"6765",0.414961,-0.435,0.145,0.005019531,0.185,-0.775,0.1149805
"6766",0.6199805,-0.3399805,0.8300195,0.380039,0.9000195,-0.3399805,0.3
"6768",-0.07503899,0.215,-0.055,0.1550195,0.105,-0.015,-0.09501953
"6771",0.144961,-0.005,-0.185,-0.04498047,0.455,-0.495,0.4749805
"6772",0.194961,-0.125,-0.115,0.02501953,0.545,-0.615,0.6249805
"6773",-0.005038986,-0.155,0.215,-0.4149805,0.495,-0.415,-0.1450195
"6778",-0.02503899,0.225,1.095,0.03501953,0.615,-0.085,0.5249805
"6781",-0.525039,0.285,0.005,0.02501953,0.715,-0.405,-0.3450195
"6782",-0.387539,-0.0975,-0.0875,0.2525195,0.6225,0.3625,-0.4875195
"6785",-0.05503899,0.035,-0.165,-0.5549805,-0.025,-0.375,0.2649805
"6787",0.09496101,0.465,0.065,-0.3849805,-0.035,-0.745,0.1549805
"6788",0.04496101,0.225,0.005,-0.2849805,-0.005,-0.765,0.2049805
"6789",0.1999512,0.1499902,-0.3500098,0.3500098,0.6699902,0.5699902,-0.2100293
"6790",-0.5850488,0.2749902,0.1449902,-0.004990234,0.5349902,-0.08500977,0.5449707
"6791",-0.420039,0.3,0.13,0.2000195,0.75,-0.4,0.6199805
"6793",-0.340039,0.43,-0.36,0.1300195,0.25,-0.84,-0.6100195
"6794",-0.185039,0.145,-0.075,0.3950195,0.355,0.005,0.1549805
"6796",-0.1650195,-0.01498051,-0.5549805,-0.464961,0.3150195,-0.5149805,0.09499996
"6797",0.9149805,0.4550195,0.4550195,0.355039,-0.7149805,-0.4149805,0.175
"6801",-0.125039,-0.625,-0.235,-0.01498047,0.345,-0.575,0.01498047
"6805",-0.08003899,-0.64,-0.17,-0.6099805,-0.04,-0.1,0.4299805
"6812",0.919961,0.39,-0.92,0.02001953,0.27,-0.73,-0.6500195
"6813",0.784961,0.345,-1.105,-0.1149805,0.385,-0.765,-0.8050195
"6824",0.184961,0.575,0.435,0.04501953,-0.405,-0.295,1.48498
