"","V23","V56","V59","V60","V61","V62","V63","V64"
"5584",0.57,-1.79,-0.38,-1.32,-0.91,-0.31,-1.01,-1.07
"5586",-1.175,-2.765,-2.715,-2.125,-1.845,-1.775,-2.535,-2.025
"5589",0.825,-1.165,-1.615,-1.995,-2.425,-0.985,-1.025,-0.335
"5593",0.915,-0.565,0.255,0.625,-0.115,-0.245,-0.265,-0.915
"5594",0.9799902,-0.9300098,-0.5400098,-0.6200098,-0.8800098,-0.3300098,0.2099902,1.14999
"5595",1.6,-0.39,-0.86,-1.81,-1.4,-1.19,-0.17,-1.14
"5598",0.66,-0.13,-0.21,-1.09,-0.75,-0.78,-0.05,-0.36
"5601",-0.4149805,-0.5749805,-0.09498051,0.3750195,-0.3849805,-0.06498051,0.4250195,-0.1049805
"5603",-0.32,-0.64,-0.28,0.31,-0.18,0.09,0.12,0.07
"5604",-0.455,-0.365,-0.935,0.285,-0.325,0.375,0.215,-0.075
"5607",0.285,-0.255,-0.585,0.795,0.265,-0.015,0.185,0.405
"5608",-0.03,-0.14,0.23,0.28,0.11,-0.61,-0.04,-0.65
"5609",0.13,-0.64,0.59,0.07,0.11,-0.67,-0.21,-0.63
"5610",-0.09,-0.64,0.3,0.12,0.14,-0.64,0.01,-0.68
"5611",-0.125,-0.515,0.115,0.195,0.325,-0.295,0.295,-0.425
"5616",-0.43,-0.29,-0.74,-0.32,0.27,-0.3,0.58,-0.02
"5619",0.115,0.325,0.225,0.185,0.495,0.235,0.525,0.055
"5621",0.165,0.095,0.375,-0.125,-0.535,-0.385,-0.495,-0.365
"5622",-0.08000977,0.5199902,0.1299902,0.1499902,-0.5600098,-0.2000098,-0.1600098,-0.07000977
"5623",0.01999023,0.8099902,0.1799902,-0.06000977,-0.5900098,-0.1900098,0.05999023,-0.01000977
"5626",0.2100098,0.1800098,0.7000098,-0.3499902,-0.2799902,-0.4199902,-0.4999902,0.02000977
"5629",0.135,0.125,-0.815,-0.195,-0.255,-0.215,-0.515,-0.045
"5630",1.3,-1.49,-0.56,-0.31,-0.68,-0.02,0.1,-0.38
"5636",0.525,-0.115,0.125,0.065,-0.245,0.405,-0.155,-0.045
"5644",0.485,-1.385,0.435,0.155,-0.815,0.185,0.405,-0.035
"5645",1.695,-1.065,-1.015,-1.625,-1.515,-2.745,0.045,-1.395
"5651",1.975,-0.365,-0.495,-0.915,-0.845,-0.185,-0.025,-0.025
"5656",0.6850195,0.5450195,0.1350195,0.6450195,0.9450195,0.3650195,-0.7449805,-0.1549805
"5662",0.12,0.45,0.46,0.27,0.43,0.52,-0.01,0.5
"5664",-0.415,1.475,-0.255,0.875,-0.405,0.845,1.215,0.305
"5665",-0.7000098,-1.33001,-0.4800098,-0.3600098,-0.5800098,-0.1800098,-9.765625e-06,-0.07000977
"5669",-0.74,-0.11,-0.58,-0.02,-0.12,0.14,-0.76,-0.46
"5672",-0.17,-0.73,0.19,0.08,-0.93,-0.2,-0.35,-0.84
"5676",-0.9350098,0.4549902,0.6449902,1.98499,0.8349902,1.69499,-0.4950098,1.15499
"5681",0.46,0.17,-0.44,-0.16,-0.3,-0.12,0.09,-0.32
"5683",1.63,-0.66,-0.48,0.28,-0.15,-0.1,-0.16,0.12
"5697",0.3999902,0.03999023,0.4099902,-0.4100098,0.6299902,0.5099902,0.2899902,0.07999023
"5699",0.265,0.275,0.015,-0.805,-0.355,0.945,-0.495,-0.545
"5700",0.535,0.185,0.035,-0.575,0.125,0.835,-0.655,-0.875
"5701",0.685,-0.095,-0.015,-0.225,-0.455,0.815,-0.785,-0.425
"5704",0.3300195,0.1400195,1.120019,0.4300195,-0.1099805,0.6700195,-0.8199805,-0.1099805
"5708",-0.19,-0.35,-0.48,-0.03,-0.44,0.04,-0.04,0.05
"5711",-0.44,-0.52,-0.34,-0.25,-0.01,-0.11,0.15,-0.35
"5714",0.165,-1.575,-0.045,-0.685,-0.565,0.555,0.695,0.645
"5715",-0.46,-1.58,-0.29,-0.72,-1.25,-0.75,-0.75,-0.03
"5718",-0.08,0.95,-0.41,-0.39,-0.2,-0.52,0.09,-0.17
"5721",0.9,-0.33,0.83,1.4,-0.44,-1.37,-0.11,-0.86
"5725",1.78499,-1.41501,0.02499023,-0.9250098,0.1449902,0.6649902,0.1549902,-0.7550098
"5728",0.015,-0.875,-0.145,0.475,-0.795,-0.095,-0.325,-0.235
"5740",-0.6,-5.20417e-18,-0.37,-0.26,-0.03,-0.61,-0.06,0.22
"5742",-0.5,-0.78,0.09,-0.29,-0.42,-0.6,-0.08,-0.28
"5744",-0.3000098,-0.9500098,0.3699902,-1.06001,-0.9100098,-0.5100098,-0.5500098,-0.4600098
"5746",-0.86,-0.74,-0.45,-0.52,-0.51,-0.38,0.06,-0.3
"5749",-0.51,0.01,6.938894e-18,-0.26,-0.01,-0.46,-0.33,0.17
"5750",-0.62,-0.05,-0.23,-0.35,-0.16,-0.6,1.727947e-18,-0.12
"5754",-0.3049902,0.07500977,-0.7249902,-0.1949902,0.04500977,0.1950098,0.02500977,-0.4749902
"5762",-0.7949805,-0.8349805,-0.4949805,0.3650195,-0.4149805,-0.2449805,-0.2249805,-0.4749805
"5763",-0.455,-0.585,-1.125,0.505,-0.235,-0.505,-0.535,-0.095
"5767",-1.08,0.68,1.05,1.38,1.09,0.52,1.79,-0.15
"5773",2.16,1.42,1.89,2.41,0.3,2.62,1.23,1.11
"5774",1.37,0.6,0.4,0.42,0.4,0.77,1.08,0.38
"5777",0.45,-0.09,0.79,0.54,0.59,0.27,-0.06,0.58
"5778",0.255,-0.365,0.195,0.645,0.905,0.325,0.325,0.595
"5781",0.1300195,0.4400195,0.7300195,1.540019,-0.3199805,1.090019,0.4700195,1.780019
"5783",0.575,1.225,0.805,1.945,0.345,0.525,1.435,1.935
"5784",0.495,0.255,-0.115,0.995,-0.255,0.435,0.705,0.625
"5788",-0.1649902,-0.03499023,0.005009766,0.06500977,-0.5749902,0.06500977,0.1250098,-0.5949902
"5789",0.165,-0.515,0.215,-0.075,-0.415,-0.125,-0.085,-0.655
"5791",1.760019,-0.6599805,-1.189981,-1.189981,-2.819981,-1.749981,-2.009981,0.2300195
"5793",-0.5649902,-1.58499,-1.33499,-1.37499,-1.86499,-0.2849902,-1.03499,-0.9049902
"5794",-0.4100098,-1.50001,-1.02001,-1.17001,-1.06001,-0.2300098,-0.7400098,-0.6100098
"5796",0.05499023,-2.92501,-0.7650098,-2.57501,-0.9850098,0.08499023,-1.14501,-1.56501
"5797",0.6450195,-2.344981,-0.3649805,-0.4749805,-1.034981,-0.8649805,-0.6649805,-1.344981
"5802",-0.08,-0.06,-0.07,0.66,0.38,0.79,0.69,0.72
"5803",0.5799902,-0.9500098,1.41999,1.30999,0.4699902,1.66999,0.2799902,0.9599902
"5815",0.7600098,-0.7699902,0.4800098,-1.24999,-0.5899902,0.7400098,-0.3599902,-0.9699902
"5816",0.235,-0.385,-1.505,-1.985,-1.415,-1.225,-0.495,-1.475
"5819",1.7775,-0.0825,0.7475,0.3175,-0.8525,-0.0725,0.5875,0.9475
"5820",1.045,0.395,0.105,-1.105,-0.675,-0.115,-0.355,-0.065
"5821",0.555,0.455,-0.005,0.005,-0.535,-0.335,-0.405,0.795
"5822",0.7949902,0.5649902,-0.5350098,-1.42501,-0.9850098,-0.9750098,-0.7550098,-0.4250098
"5824",0.515,0.145,-0.705,-0.475,-1.085,-1.225,-0.505,-0.645
"5832",2.80999,-1.73001,-0.02000977,-1.32001,-0.7800098,-0.3000098,-0.4700098,-0.3000098
"5837",0.7549805,-0.5750195,-0.9550195,-0.6750195,-1.37502,-0.5350195,-1.47502,-1.75502
"5838",0.86,-3.16,0.03,-0.78,-1.22,-0.54,-0.81,-0.53
"5844",1.67,-0.9,-0.63,0.26,-0.67,-0.67,-0.77,-0.86
"5847",1.985019,-1.874981,-0.08498051,1.065019,-0.8949805,1.135019,0.6350195,-0.1149805
"5849",3.01999,-1.48001,-0.8900098,-0.1900098,-0.2300098,-0.4000098,-0.2200098,0.1499902
"5850",2.14499,-0.6550098,-0.6450098,-0.6750098,-0.3350098,0.1449902,-0.07500977,-0.1550098
"5851",-0.815,0.155,0.325,0.085,-0.055,0.885,-0.025,0.695
"5852",-0.105,-0.345,0.235,0.265,0.005,-0.035,1.125,0.505
"5853",-0.16,-0.41,1.11,0.12,-0.03,0.08,0.49,0.42
"5855",-0.365,-0.025,0.845,0.435,0.185,0.355,0.595,0.255
"5859",0.185,-0.515,-0.195,0.935,-0.115,0.375,0.885,0.485
"5861",0.6,-0.94,0.19,1.42,-0.07,0.68,1.47,1.01
"5862",0.2250195,-0.8349805,0.3850195,1.355019,-0.09498051,0.5250195,1.265019,0.6050195
"5863",0.6549902,0.004990234,-0.06500977,0.6049902,-0.05500977,0.8149902,0.7349902,0.7649902
"5865",0.825,-1.615,0.625,1.115,-0.215,-0.035,1.495,-0.185
"5866",1.725,0.245,-0.135,0.905,0.295,0.865,0.125,0.165
"5867",1.75499,-0.5250098,-0.2350098,0.9249902,-0.1450098,0.6949902,0.1849902,0.4349902
"5872",0.135,0.595,1.005,1.215,0.285,1.625,0.565,0.345
"5875",-0.3600098,-0.2300098,0.3599902,-0.2600098,-0.1200098,0.9799902,1.72999,-0.7600098
"5876",-0.2549902,0.8250098,0.2250098,1.18501,0.4450098,1.82501,1.31501,0.02500977
"5881",-0.8400195,0.6199805,0.6499805,1.22998,0.6099805,0.2399805,-0.5900195,-0.8600195
"5885",-0.9,1.18,1.05,1.39,0.92,0.95,0.62,1.25
"5887",0.3349902,0.3249902,1.38499,1.21499,1.01499,0.3849902,1.24499,0.7549902
"5890",1.66,-3.2,0.65,0.64,-0.69,0.46,2.15,0.55
"5892",1.86001,-4.20999,0.8700098,0.5800098,-0.9799902,0.4900098,1.88001,0.3700098
"5893",0.82,-1.43,-0.21,0.38,-0.5,-0.33,0.82,-0.54
"5895",0.9550195,-0.9949805,-0.4449805,-0.1149805,-0.3449805,-1.024981,-0.1549805,-1.184981
"5896",0.95,-1.38,-0.95,-0.66,-0.54,-0.76,-0.31,-1
"5897",0.125,-0.075,-1.335,0.705,-0.355,0.975,0.635,-1.385
"5898",-1.055,-0.635,0.255,0.415,-0.625,0.695,-0.825,-0.115
"5900",-0.06,-0.68,-0.63,0.34,-0.59,0.36,-1,-1.14
"5903",1.655,-2.225,0.835,0.955,-0.625,0.115,-0.055,0.165
"5909",0.24,-1.27,-0.64,-0.88,-0.78,0.02,0.08,1.13
"5912",0.25,-0.8,-0.09,-0.16,-0.86,0.02,0.11,0.33
"5913",0.955,-2.285,-0.985,-1.885,-0.885,-0.685,-1.675,1.145
"5914",0.98,-1.27,-0.54,0.71,-0.41,0.4,-0.29,2.86
"5917",-0.2299805,-3.209981,1.200019,0.02001949,-0.02998051,-0.1499805,-0.6499805,0.4400195
"5918",-0.3399805,-2.219981,0.4500195,-0.3899805,-0.2799805,-0.2299805,-1.149981,-0.07998051
"5919",-0.175,-0.485,-0.115,0.015,-0.345,-0.455,0.215,0.625
"5921",1.115019,-2.634981,-1.174981,-1.694981,-1.624981,0.3150195,-2.144981,-0.5949805
"5924",-0.025,-0.595,-1.085,-0.565,-1.865,0.025,-0.065,-0.665
"5927",0.675039,-0.924961,0.06503899,-0.114961,-0.394961,0.145039,-0.584961,-1.374961
"5928",0.65,-0.58,0.16,0.28,-0.5,0.01,-0.34,-0.67
"5929",-0.61,-0.64,0.13,-0.37,-0.46,-0.27,-0.15,0.09
"5932",-0.495,-2.625,-0.295,-0.995,-0.995,-0.035,-0.075,-1.035
"5933",0.67,-1.98,0.31,-0.31,-1.24,0.16,-0.8,-0.09
"5936",-0.12,-0.67,0.01,-0.75,-1.04,0.16,-0.17,0.1
"5939",-0.035,-1.985,0.895,-0.545,-1.975,0.045,-0.705,0.305
"5945",-0.27,-1.72,-0.17,-1.33,-0.58,0.07,-0.75,0.18
"5947",-2.24,-1.02,0.18,0.11,-0.01,0.87,0.68,-1.69
"5949",-0.955,-0.675,0.335,0.635,-0.115,0.175,-0.335,-0.365
"5953",0.1325,-0.2375,-0.8575,-0.3975,-0.3175,-0.0375,-0.1475,0.5525
"5955",0.495,-0.505,-0.885,-0.425,-0.445,0.175,0.355,0.195
"5959",-0.145,-0.665,0.565,-0.245,-0.205,-0.375,-0.415,-0.975
"5960",1.45,-0.21,0.31,-0.38,-0.26,-0.13,0.2,-0.23
"5961",0.9600195,-0.3299805,0.07001949,2.340019,0.09001949,2.440019,1.210019,1.710019
"5962",1.575,-0.265,-0.605,-0.185,0.235,-0.285,0.015,-0.495
"5965",0.67,-0.62,-0.76,-1.27,-1.41,-0.89,-0.98,-0.48
"5968",0.09,-0.17,0.03,-0.56,-0.31,-0.89,0.6,-0.22
"5975",3.469447e-18,-0.22,-0.69,-0.41,-0.46,-0.47,1.038124e-17,-3.469447e-18
"5983",1.32,1.08,0.32,0.15,0.6,-0.41,0.4,0.24
"5985",0.255,1.445,0.935,2.505,1.195,1.125,-0.405,0.585
"5986",-0.57,1.21,0.21,0.87,0.88,0.61,1.04,0.33
"5989",-0.59,0.77,0.8,-0.49,0.35,-0.18,-0.26,0.05
"5994",-2.935,0.155,0.475,-0.045,-0.735,0.405,0.385,0.045
"5999",-1.0125,-0.2025,0.5075,0.3275,0.5275,0.6375,0.2175,0.2275
"6000",-0.48,-0.75,0.69,0.76,0.17,0.26,0.49,0.86
"6001",-0.49,-0.53,0.81,0.49,0.09,0.45,0.5,0.85
"6004",-0.4299707,1.560029,0.9000293,0.4400293,0.8100293,0.2600293,0.05002926,1.100029
"6010",-0.615,-1.135,0.655,1.455,-0.595,0.205,1.435,2.205
"6014",-1.05,0.44,1.28,0.62,-0.66,1.59,0.34,0.32
"6015",-0.93,1.13,1.11,0.6,0.61,2.16,1.95,0.74
"6020",0.4000098,-0.5699902,0.1600098,-0.3399902,-0.4899902,-0.2399902,-0.3899902,1.04001
"6024",-0.14,0.75,0.65,0.39,1.06,-0.02,0.93,-0.17
"6026",0.1199902,-0.3100098,0.7199902,0.01999023,-0.2000098,0.1999902,-9.765625e-06,-0.5300098
"6029",-0.23,-0.21,-0.73,0.47,0.08,0.53,3.469447e-18,-0.58
"6030",-0.0475,0.0025,0.1025,-0.4075,-0.6975,-0.0375,-0.2475,0.2725
"6031",0.7,0.25,-0.13,0.49,-0.01,0.98,0.84,-0.01
"6036",0.21,-0.05,0.37,0.39,-0.28,0.85,-0.62,-1.14
"6037",0.08,0.27,0.26,0.24,-0.1,1,-0.68,-1.3
"6043",0.56,0.88,0.55,-0.34,0.25,-0.08,-0.49,1.69
"6044",0.85,-0.67,0.67,-0.15,-0.3,0.65,-1.26,0.73
"6053",-0.05,0.25,0.3,1.11,-0.78,1.29,1.72,0.48
"6054",0.01,0.18,0.9,1.33,-0.71,1.17,1.19,0.58
"6055",-0.08498051,0.3050195,1.065019,1.455019,-0.8049805,1.385019,1.225019,0.6650195
"6056",6.938894e-18,0.3,3.07,2.69,-0.88,0.3,1.68,3.16
"6059",-0.73,0.31,0.75,0.39,0.65,0.46,0.9,0.62
"6060",-1.08001,-0.2900098,0.2299902,0.5099902,0.3899902,0.4699902,0.8399902,0.3099902
"6061",-0.1099902,0.5200098,0.8700098,0.5000098,0.2300098,0.6800098,0.6700098,0.5400098
"6062",-0.5699902,-0.07999023,0.6200098,0.7400098,-0.02999023,0.4200098,1.50001,-0.3599902
"6063",-0.25,-0.43,0.93,1.29,0.14,0.17,0.99,0.37
"6064",-0.06,-0.27,1.72,1.32,0.06,0.09,0.94,-0.08
"6069",0.23,0.34,0.16,0.57,0.37,0.54,0.25,1.06
"6070",0.5,0.22,0.69,0.9,0.88,0.26,0.37,0.98
"6072",-0.6499902,1.08001,0.6800098,1.31001,0.6200098,0.4500098,-0.5899902,1.04001
"6075",0.22,-1.42,-0.26,0.78,-0.72,0.15,-1.355253e-20,-0.44
"6078",0.44,-0.81,-0.38,-0.93,-1.33,-0.89,-0.5,0.43
"6079",0.7600097,-1.25999,-0.7399903,-1.11999,-2.20999,-1.76999,-0.6399903,0.4600097
"6081",-0.4999805,-1.059981,-0.5399805,-0.7799805,-0.7099805,-1.209981,-0.08998051,-0.2999805
"6092",0.9349902,-0.2250098,-0.3750098,0.2249902,-0.005009766,-0.1450098,0.7149902,0.09499023
"6097",-0.685,0.045,0.665,-0.475,-0.295,0.135,-0.225,0.575
"6103",-0.085,-0.035,0.225,0.345,-0.195,0.595,1.035,1.365
"6105",0.1099902,-0.3400098,-0.2700098,1.00999,0.5399902,0.05999023,0.5699902,0.4299902
"6107",-0.005,0.215,-0.145,0.165,-0.485,0.035,-0.445,-0.245
"6109",-0.345,0.085,-0.105,-0.275,-0.365,-0.195,-0.465,-0.695
"6110",-0.21,0.13,-0.16,-0.36,-0.36,-0.06,-0.57,-0.5
"6112",-0.2,0.65,-0.15,-0.63,-0.22,-0.03,-0.72,-0.79
"6113",-3.455894e-18,0.2,-0.11,-0.59,-0.32,-3.455894e-18,-0.21,-0.58
"6119",-0.24,1.09,-0.39,-0.08,0.19,0.3,-0.86,-0.76
"6120",-0.1800098,1.52999,-0.1400098,0.05999023,0.3299902,0.5299902,-1.04001,-0.6400098
"6121",-0.1149805,1.495019,-0.1649805,0.1050195,0.4050195,0.5350195,-0.9649805,-0.4449805
"6124",-0.21,2.13,-1.03,1.1,1.74,1.59,2.26,0.01
"6131",1.050019,-0.2899805,0.2300195,-0.4799805,-0.1999805,0.7500195,0.5600195,-0.7699805
"6134",0.6800195,-1.069981,0.4000195,-0.7299805,0.1400195,0.03001949,1.400019,-1.869981
"6135",0.945,-0.625,0.405,-0.275,-0.155,0.415,1.105,-0.585
"6136",-0.035,0.455,0.385,0.415,1.355,1.075,-0.045,-0.505
"6138",0.37,-0.36,0.56,-0.1,0.15,0.21,0.33,0.38
"6141",0.2000098,-0.03999023,0.6000098,0.2900098,0.5400098,0.2200098,0.02000977,-0.6199902
"6144",-0.35,0.28,0.11,0.66,0.15,0.65,0.33,-0.4
"6147",1.340019,-0.4499805,1.150019,2.990019,1.240019,1.550019,1.010019,0.4500195
"6148",1.765,-0.225,2.115,3.935,2.265,1.995,1.155,0.935
"6151",2.495,0.245,3.135,5.345,3.565,2.935,2.365,2.115
"6152",2.00499,0.01499023,2.74499,5.24499,3.39499,2.88499,2.24499,2.16499
"6154",1.28,0.54,1.7,4.23,2.53,2.15,1.34,1.13
"6155",0.99,-0.33,1.77,3.44,1.94,1.43,0.83,0.81
"6157",1.435,0.035,2.065,4.075,2.565,2.115,1.475,1.335
"6159",0.805,-0.605,0.735,2.865,1.415,1.155,0.575,0.095
"6160",0.4250195,-0.4149805,0.2550195,2.135019,0.8650195,0.5750195,-0.03498051,0.04501949
"6162",-0.22,-0.08,-0.17,0.63,0.42,0.43,0.6,0.34
"6164",0.09,-0.35,-0.09,0.79,0.18,-0.16,-0.41,0.05
"6170",0.6550098,-0.004990234,1.19501,0.7250098,1.54501,-1.67499,0.09500977,-1.66499
"6173",-0.415,-0.675,0.345,0.075,-0.555,0.125,-0.105,0.205
"6174",0.66,0.11,-0.58,0.34,-0.16,0.14,-0.03,-0.51
"6176",0.475,-0.315,0.345,0.685,-0.025,-0.215,-0.385,0.245
"6177",0.65,-0.35,0.1,-0.1,0.06,0.04,-0.25,0.53
"6179",0.235,0.765,0.575,0.425,0.685,0.085,-0.115,-0.575
"6181",1.005,-0.195,0.365,-0.635,0.055,0.655,1.195,-0.735
"6182",0.335,0.205,0.915,0.545,0.095,0.385,0.255,-0.025
"6185",-0.315,-1.695,0.235,0.545,0.305,1.225,0.605,-0.225
"6187",0.1725,-0.1875,0.0625,0.1925,0.3525,0.3425,-0.2275,0.2425
"6189",-0.245,1.385,-0.145,0.955,0.765,1.525,0.135,0.875
"6190",-0.56,1.91,-0.42,0.97,0.82,1.78,0.38,1.09
"6192",-0.27,1.17,0.96,0.79,1.23,1.27,0.28,0.82
"6193",-0.5649902,1.47501,1.48501,1.11501,1.36501,0.7650098,0.07500977,0.7650098
"6195",0.1250195,-0.06498051,1.005019,0.3050195,0.2250195,0.4750195,0.6350195,0.3050195
"6206",-0.07,0.68,0.44,0.51,-0.38,0.15,-0.3,0.29
"6219",0.06999023,-0.1800098,0.1499902,0.3799902,-0.1100098,0.5799902,0.5899902,0.3599902
"6229",-0.33,0.2,-0.51,0.67,0.36,0.46,1,0.32
"6230",-0.38,0.24,-0.47,0.71,0.23,0.4,1.13,0.16
"6233",-0.2200098,0.9199902,0.5799902,-0.02000977,0.4999902,0.4399902,1.04999,-0.03000977
"6234",-1.375,0.385,0.105,0.245,0.335,-0.135,0.705,0.035
"6235",-0.345,0.365,0.265,1.015,0.125,1.665,1.755,0.585
"6236",-0.06500977,0.4549902,1.23499,1.15499,0.3249902,2.20499,2.06499,0.6649902
"6241",-0.64,0.28,0.94,0.64,0.32,1.28,-0.32,0.51
"6242",-0.545,0.205,0.005,0.125,0.395,1.175,-0.135,0.165
"6247",-0.41,0.46,0.65,0.43,0.63,1.14,0.56,0.9
"6248",-0.725,0.355,0.675,0.365,0.875,1.045,0.105,0.975
"6259",0.015,-0.275,0.515,-0.475,-0.815,-0.265,-0.415,-0.745
"6262",0.5450195,-1.724981,0.3250195,-0.5649805,-0.3949805,-0.3249805,-1.404981,-0.2749805
"6275",-0.5199805,-0.2899805,-0.8099805,-0.1699805,-1.289981,-0.8199805,0.04001949,-0.1399805
"6276",0.265,-0.295,-0.995,-0.495,-0.945,-1.135,0.215,-0.315
"6277",3.49,-0.55,-1.5,1.69,2.73,-0.19,-1.45,2.06
"6280",-0.045,0.905,-0.785,1.235,-0.055,0.195,0.705,0.625
"6281",0.09500977,0.005009766,1.00501,0.9450098,0.2450098,0.5050098,0.04500977,0.6350098
"6287",0.235,-0.735,-0.965,0.685,0.355,0.925,-0.285,1.465
"6288",-0.07500977,0.7849902,-0.1150098,0.6449902,0.6349902,0.5949902,0.9049902,2.14499
"6291",0.375,1.645,0.255,-0.445,0.475,0.615,-0.295,0.695
"6299",-2.015,1.505,-2.415,1.125,0.665,1.065,-0.055,0.865
"6300",0.97,0.57,0.23,0.05,-0.03,0.26,0.2,0.76
"6302",-0.435,0.305,-0.405,0.865,0.585,-0.695,1.105,-0.015
"6304",0.225,0.865,1.135,0.705,-0.025,0.445,-0.365,0.845
"6312",-0.415,-0.845,-0.205,-0.515,-0.685,-0.075,-0.865,-0.735
"6326",-0.9250098,0.08499023,-0.5750098,0.8249902,0.4949902,0.7649902,-0.005009766,0.07499023
"6327",-0.32,-0.79,-0.32,0.83,-0.21,0.26,0.02,-0.33
"6331",0.225,-1.465,-1.045,-0.755,-0.955,-1.385,-1.125,-2.055
"6336",-0.72,0.16,0.85,1.1,-0.32,-0.15,1.04,0.09
"6337",-0.535,0.335,1.025,0.435,-0.095,-0.005,-0.405,-0.235
"6341",1.655,1.865,-0.675,-0.575,-0.455,-0.535,-1.055,-0.025
"6347",-0.49,-0.39,-0.39,0.42,-2.06,-0.62,-0.94,0.01
"6348",-0.1399902,-1.59999,-2.14999,-2.25999,-2.30999,-2.96999,-1.45999,-0.7899902
"6350",0.085,-0.935,-1.715,-0.535,-1.025,-0.515,-0.805,-0.525
"6351",-0.42,-1.72,-1.82,-0.74,-1.07,-0.13,-1.81,-0.91
"6354",-1.595,-3.505,-4.865,-0.225,0.225,-1.065,-3.425,-2.655
"6356",-2.19,-5.46,-4.82,-0.06,0.35,-1.25,-4.96,-3.83
"6357",-1.965,-3.695,-3.645,-0.055,0.325,-1.065,-3.135,-2.655
"6358",-1.74,-1.64,-1.74,0.06,0.09,-0.85,-2.1,-1.86
"6359",0.245,-0.175,-0.535,0.075,-0.425,-0.675,-0.615,0.375
"6360",0.14,0.01,-1.15,0.23,-0.52,-0.86,-0.1,-0.03
"6362",-0.195,-0.455,-1.425,0.735,-0.335,0.395,-0.435,0.155
"6367",0.1175,0.1675,-0.1925,-0.4925,-0.5725,-0.3725,-0.7425,-0.2725
"6370",-0.2449805,-0.4449805,-0.5849805,-0.4649805,-0.7849805,-0.1449805,-1.044981,0.005019493
"6371",-0.7549805,-0.5149805,-0.09498051,-0.3249805,-0.7449805,-0.06498051,-1.314981,-0.2449805
"6373",-0.23,-0.36,-0.36,-1.03,-0.72,-0.69,-0.96,-0.46
"6374",-0.34,-0.31,-0.7,-1.13,-0.85,-0.75,-1.04,-0.41
"6376",-0.4000098,-0.3900098,-0.7000098,-0.4100098,-0.5000098,-0.3100098,-0.9100098,-0.6800098
"6377",0.3925,-0.1675,-0.7375,-0.4675,-0.1575,-0.3875,0.6825,-0.1175
"6379",0.009990234,-0.4600098,-1.37001,-0.5200098,-0.4200098,-0.7700098,-0.8300098,-0.4600098
"6388",-0.2750098,-1.04501,-0.9950098,-0.5150098,-0.2950098,-0.5850098,-1.39501,-0.2250098
"6401",0.07999023,-0.4400098,0.1499902,-0.1200098,-0.4300098,0.3999902,-0.6000098,-0.4500098
"6402",-0.4099805,-0.4099805,0.4800195,1.94931e-05,-0.5499805,0.1000195,-0.5399805,-0.5999805
"6414",0.69,-1.15,-1.25,-0.72,-0.65,-0.39,-1.39,-0.84
"6423",-0.7025,-0.8725,0.2875,0.7075,0.8975,0.3775,-1.0025,-0.2825
"6424",0.4200098,-0.6799902,0.4300098,-0.2199902,-0.6899902,-0.1599902,-0.9199902,0.03000977
"6425",0.1,-0.74,-0.03,0.88,-0.3,0.01,0.19,0.03
"6427",-0.52,-0.43,-0.46,0.51,-0.13,0.61,0.43,0.69
"6432",0.36,0.05,0.91,0.17,0.13,0.61,0.22,0.03
"6437",0.02,0.55,-0.24,0.4,0.48,0.34,-0.14,-0.12
"6439",-0.625,0.005,-0.345,0.025,-0.505,-0.775,-1.415,-0.415
"6441",0.035,0.105,0.005,-0.065,0.455,-0.705,0.345,-0.835
"6442",-0.615,-0.525,0.205,0.025,0.165,-0.805,-0.055,0.085
"6447",0.2675,-1.4525,0.5275,1.0575,-1.2225,0.6475,0.7775,1.0175
"6460",-1.245,-0.625,-0.345,-1.685,-0.635,-0.115,-0.335,-0.415
"6465",-0.4174805,-0.1874805,-0.4974805,-0.2374805,-0.5174805,-0.3174805,-0.6374805,-0.1374805
"6470",0.145,0.735,-0.215,0.645,0.715,1.755,-0.075,0.115
"6475",0.19,-1.734723e-18,-0.22,-0.52,0.02,-0.17,-0.29,-0.28
"6476",0.25,-0.91,0.2,-0.42,-0.24,0.03,-1.18,-0.01
"6479",0.735,0.255,0.305,0.645,-0.055,-0.675,-0.795,0.005
"6482",0.705,0.425,-0.775,0.055,0.165,-0.475,-1.045,-0.215
"6489",0.915,0.005,-0.515,-0.285,-0.625,-0.285,-0.245,-0.005
"6491",0.37,-0.03,-0.19,-0.66,-0.1,0.05,-0.11,-0.19
"6498",-0.75,-0.31,-0.08,1.11,-0.01,0.44,0.29,0.4
"6499",0.525,-0.525,-0.395,0.685,-0.005,-0.195,0.335,0.315
"6500",0.4099902,-0.1900098,-0.2800098,0.3599902,0.4799902,0.2099902,-0.6400098,0.1399902
"6501",0.345,-0.195,-0.425,0.355,0.295,0.235,-0.685,-0.065
"6503",0.24,-0.13,0.59,-0.27,0.42,-0.44,-1.28,-0.41
"6504",0.355,0.295,0.705,-0.215,0.645,-0.445,-1.265,-0.155
"6509",0.175,0.465,0.415,-0.665,-0.245,-0.485,-0.615,-1.295
"6513",0.465,-0.005,-0.275,-0.745,-0.455,-0.035,-0.865,0.115
"6515",0.2849902,-0.4950098,-0.3450098,-0.8950098,0.04499023,-0.4750098,-0.7750098,-0.1250098
"6517",-0.04000977,0.08999023,-0.5200098,-0.8200098,-0.01000977,-0.3300098,-0.1300098,-0.7200098
"6518",0.08,-0.53,-0.83,-1.13,-0.06,-1.12,-0.04,-0.76
