"","V9","V10","V19","V31","V32","V33","V53","V54","V55"
"4793",-0.4350098,0.04499023,-0.03500977,-0.1550098,0.4449902,0.089990234,-0.004990234,0.04499023,0.5349902
"4797",-0.155,-0.055,-0.845,-0.165,-0.685,-0.67,-0.1549805,0.135,0.975
"4801",0.095,-0.605,-0.635,0.115,-0.225,-0.33,0.1350195,-0.245,0.205
"4806",-0.3575,0.1525,0.2025,-0.5375,-0.2775,0.6975,-0.4174805,0.0125,0.6425
"4830",0.465,0.435,0.915,-0.245,-0.655,0.91,-0.07498047,-0.495,1.965
"4836",0.06749023,-0.7425098,0.1574902,0.1474902,0.4374902,0.002490234,-0.002490234,0.1074902,0.5874902
"4837",0.445,-0.475,0.065,0.385,0.175,-0.09,-0.5349805,0.445,1.245
"4838",0.5150195,-0.2949805,0.3450195,0.7450195,0.04501949,0.340019493,-0.604961,0.8150195,1.525019
"4842",0.21,-0.83,-0.42,0.76,0.15,-0.275,0.2400195,0.37,0.96
"4848",-0.5749805,-0.3249805,0.6550195,0.6150195,0.05501949,0.120019493,-0.03496098,0.7250195,1.005019
"4854",-0.065,0.245,0.815,0.005,-0.255,0.23,-0.1349805,0.075,0.025
"4855",0.4300195,-0.6699805,-0.2399805,0.2700195,0.1800195,-0.364980507,0.02003902,0.1500195,1.280019
"4862",-0.1249805,0.1350195,0.09501949,0.4750195,0.08501949,0.200019493,-0.644961,0.5650195,-0.1149805
"4863",0.4049902,-0.8550098,-0.3150098,0.06499023,-0.2150098,-0.500009766,-0.2049902,-0.6150098,-0.08500977
"4864",-0.005,0.365,0.375,0.075,0.065,-0.84,-0.5249805,0.045,0.185
"4870",-1.335,0.365,0.665,-0.025,-0.605,-0.7,0.4850195,-0.935,0.015
"4871",-0.4949805,-0.7749805,0.7550195,-0.4249805,-0.06498051,-0.189980507,-1.344961,-0.2149805,-0.05498051
"4875",0.06,-0.11,-0.13,0.82,-0.1,-0.205,-0.2299805,1.15,0.67
"4876",0.065,0.615,0.355,-0.155,-0.065,-0.29,-1.22498,0.065,0.255
"4877",-0.54,0.31,0.94,-0.33,-0.44,0.205,-0.7699805,1.734684e-18,0.01
"4881",-0.52,0.42,0.12,-0.16,-0.12,1.165,0.1400195,0.5,0.06
"4894",0.15,-1.27,0.35,-0.62,0.27,0.845,-0.3799805,0.38,0.83
"4896",0.865,-0.145,-0.005,0.405,0.345,0.22,0.5650195,0.395,0.015
"4897",1.08,0.27,-0.07,-3.455894e-18,0.52,-0.025,0.1400195,0.19,0.94
"4902",-0.3650098,-0.8250098,-0.09500977,-0.3450098,-0.05500977,0.049990234,-0.2749902,-0.4050098,0.5749902
"4906",0.595,0.125,0.175,0.275,-0.175,-0.09,-1.21498,0.135,0.675
"4910",0.6000195,-0.2199805,-0.8999805,-0.7199805,0.09001949,-1.044980507,-0.359961,0.5300195,0.9000195
"4913",-0.1750098,-0.04500977,-0.4850098,0.3549902,-0.2250098,0.129990234,-0.1949902,-0.2150098,-0.5050098
"4914",0.3700195,-0.6199805,-0.4199805,0.5300195,0.2700195,-0.014980507,0.01003902,0.03001949,-0.09998051
"4917",0.255,-0.165,0.195,-0.305,-0.455,-0.87,0.2050195,0.305,0.295
"4924",0.215,-1.615,-0.925,0.945,0.315,-0.16,-1.15498,1.055,-0.995
"4926",-0.1950098,-0.6750098,-0.7050098,-0.1650098,-0.8750098,0.029990234,0.01500977,-0.2450098,0.1849902
"4935",-0.5349805,-0.9549805,0.5550195,-0.8449805,-0.1649805,0.960019493,0.005039024,0.01501949,-0.3949805
"4938",-0.1599805,1.94931e-05,0.3500195,-0.04998051,-0.2199805,-0.044980507,0.220039,-0.01998051,-0.3099805
"4943",0.935,0.045,0.005,0.265,0.715,0.09,-0.1449805,0.285,-1.785
"4956",-0.27,-0.38,-0.84,0.16,0.64,0.565,0.5000195,0.6,1.68
"4961",0.96,0.13,-0.2,-0.27,0.4,0.835,0.8300195,0.34,0.8
"4966",-1.08999,0.2400098,0.1700098,-0.2199902,-0.3799902,-0.624990234,-0.0299707,-0.2199902,0.1900098
"4970",0.075,0.005,-0.055,0.365,0.185,-0.81,0.2550195,0.015,0.365
"4974",0.04500977,0.1750098,0.2550098,0.6250098,-0.7349902,-1.129990234,0.2550293,-0.3149902,-0.6949902
"4975",-0.2849903,-0.02499027,0.1850097,-0.07499027,-0.2549903,0.020009727,0.01502926,-0.06499027,0.3750097
"4978",-0.115,-0.675,0.055,-0.465,-0.145,0.02,0.03501953,0.745,-0.305
"4984",-0.1,-0.02,0.86,0.05,1.61,1.565,-1.31998,-0.08,-0.89
"4985",0.085,0.885,-0.185,-0.165,0.125,0.47,0.01501953,-0.185,-0.655
"4989",-0.215,0.405,-0.105,0.745,-0.005,0.04,0.1850195,-0.505,-0.275
"4990",-1.935,0.435,-1.285,-1.435,0.345,0.03,0.4950195,-0.455,-2.135
"4995",-0.2699902,0.05000977,-0.3499902,-0.3899902,0.6400098,0.565009766,-0.4299707,-0.3499902,-0.1599902
"4996",-0.2325,-0.1925,-0.5325,0.2175,0.2775,0.0925,0.2175195,-0.1825,-0.1525
"4999",0.1500195,-0.009980507,-0.2899805,-0.5699805,0.1700195,0.095019493,-0.489961,-0.06998051,-0.7399805
"5005",0.005,-0.005,0.515,0.275,0.325,0.09,-0.4449805,-0.085,-0.755
"5007",-0.61,-0.06,0.22,0.27,0.38,-0.195,-0.3699805,-0.01,-0.48
"5009",-0.245,-0.085,-0.595,0.855,0.205,-0.06,0.1950195,-0.225,-0.425
"5010",-0.145,0.055,-0.545,0.535,0.275,-0.67,0.05501953,-0.335,-0.175
"5013",0.035,0.405,-0.425,0.295,0.885,0.54,0.2850195,0.395,0.125
"5014",0.07,0.29,-0.01,-0.06,0.51,1.065,-0.08998047,-0.59,-0.35
"5018",0.25,-0.73,-0.38,-0.81,0.54,0.325,-0.3299805,-0.12,-0.24
"5019",0.97,0.14,-0.45,0.05,-0.25,-0.545,0.6200195,0.79,-0.67
"5021",0.255,-0.575,-0.675,-0.235,0.845,0.75,-0.6949805,-0.265,0.075
"5025",0.3700098,-0.01999023,-0.2299902,0.1100098,0.6200098,0.275009766,-0.2199707,-0.3399902,-0.1199902
"5026",0.79,0.49,-0.11,-0.59,0.29,0.305,-0.7599805,0.34,-0.23
"5027",-0.05250977,-0.06250977,-0.7425098,-0.3825098,-0.02250977,0.252490234,-0.002490234,0.04749023,-0.2825098
"5033",-0.1550098,-0.08500977,0.1949902,0.1049902,-0.3650098,-0.990009766,0.005009766,-0.5050098,0.06499023
"5034",0.4100098,0.01000977,0.2700098,0.03000977,0.4200098,-0.154990234,-0.0699707,-0.3199902,0.2700098
"5036",-0.06999023,-0.01999023,-0.1499902,-0.1399902,0.1700098,0.085009766,-0.0599707,-0.08999023,0.07000977
"5044",-0.065,0.025,0.115,-0.215,-0.465,0.58,-0.1749805,-0.345,0.625
"5049",0.005,0.925,-0.215,-0.005,-0.975,-0.04,0.1850195,0.405,-0.645
"5050",-0.5374805,0.07251949,-1.087481,0.6925195,-0.2474805,-0.782480507,0.112539,-0.2974805,0.4325195
"5067",-0.2100098,-0.1000098,0.01999023,0.07999023,-0.4000098,0.064990234,0.1700098,-0.2500098,0.1299902
"5070",0.195,0.945,0.075,1.135,-0.015,-0.93,0.3050195,-0.485,-0.195
"5071",-0.165,0.595,0.585,0.125,-0.005,-1.2,0.04501953,0.135,-0.035
"5072",0.54,0.43,-0.83,0.59,1.33,-0.085,1.70002,-1.12,0.02
"5079",0.8349805,0.2349805,-0.2350195,-0.1750195,0.04498047,-0.310019531,0.005,-0.5350195,-0.3250195
"5089",0.185,-0.165,0.665,0.165,-0.345,-0.84,-0.5749805,0.795,1.125
"5092",0.6975098,-0.05249023,0.3175098,0.05750977,-0.4424902,0.022509766,0.1475293,0.5875098,0.04750977
"5096",0.385,-0.005,-0.425,-0.345,-0.575,-0.29,0.2850195,0.135,0.005
"5097",0.495,-0.005,-0.325,-0.315,-0.155,-0.2,0.4450195,0.025,0.225
"5099",0.03501949,0.1250195,0.06501949,-0.1249805,-0.004980507,0.610019493,0.705039,0.4450195,-0.1749805
"5105",0.0475,-0.0425,-0.0225,0.1075,0.0475,0.0225,0.1375195,0.2175,0.7575
"5106",0.075,0.205,-0.935,0.305,0.005,-0.35,-0.5249805,0.525,0.435
"5109",0.1150195,0.08501949,-0.4249805,0.2650195,0.3350195,0.230019493,-1.584961,0.6050195,0.8250195
"5119",0.04,0.34,0.21,0.11,0.36,-0.075,0.6700195,0.69,-0.22
"5120",0.5700195,0.8200195,-0.2099805,0.4200195,0.07001949,0.675019493,-0.439961,0.02001949,-1.199981
"5121",0.08000977,0.7600098,0.4700098,0.1500098,-0.2499902,-0.364990234,-0.2399707,0.6900098,-0.6299902
"5122",-0.1099805,0.07001949,0.9700195,0.4200195,-0.04998051,0.485019493,-0.429961,0.4800195,-0.2099805
"5125",4.201283e-19,0.18,0.13,-0.38,0.03,-0.335,-0.4499805,0.3,-0.01
"5128",-0.45,0.38,0.19,0.23,-0.01,-0.085,-0.2099805,0.01,0.4
"5129",-0.6675,-0.0275,-0.1775,-0.4475,-0.3975,-0.6225,-0.07748047,0.0725,0.8225
"5131",-0.575,-0.635,-0.315,-0.665,-0.665,-0.44,0.1650195,0.185,0.125
"5132",0.4950195,-0.03498051,0.1250195,-0.3749805,0.2450195,0.660019493,-0.424961,-0.1849805,-0.1549805
"5140",0.38,-0.5,0.24,0.73,0.17,0.115,1.08002,-0.79,-0.32
"5141",1.12,0.27,-0.19,1.15,1.56,-0.265,0.2400195,-0.58,0.09
"5148",0.4000097,0.2300097,-0.2199903,0.2600097,0.3700097,0.345009727,0.4400293,0.7500097,-0.2899903
"5154",0.525,0.365,0.015,-0.355,-0.555,-0.3,0.9050195,0.245,-0.555
"5157",-0.635,-0.385,-0.115,0.595,0.115,-0.33,1.06502,0.545,0.315
"5163",-0.04,-0.7,-0.1,3.469447e-18,0.27,0.165,-0.3099805,-0.17,0.25
"5166",-0.01999023,-0.3599902,0.7300098,0.05000977,0.01000977,-0.004990234,0.1000293,-0.07999023,0.2900098
"5167",0.915,-0.585,0.735,-0.675,0.705,-0.15,-0.1649805,-0.205,0.045
"5168",0.2400098,-0.7299902,0.1400098,-0.04999023,0.1700098,-1.114990234,0.2300293,-0.1999902,-0.02999023
"5170",0.1199902,-0.03000977,-0.2200098,-0.4400098,0.02999023,-0.235009766,-0.1199902,-0.01000977,0.03999023
"5172",0.2650195,-0.3849805,-0.3049805,-0.03498051,0.1150195,-0.369980507,-0.07496098,0.04501949,-0.08498051
"5173",-0.125,0.305,-0.165,0.575,0.695,-0.04,0.2850195,0.045,0.195
"5175",-0.6150098,0.3749902,-0.2050098,-0.01500977,-0.3450098,0.389990234,0.1650098,0.9049902,-0.3650098
"5178",0.02999023,0.2899902,-0.2900098,-0.3600098,-0.5100098,-0.605009766,-0.1299902,0.1299902,-0.5800098
"5180",-0.385,0.145,0.015,-0.605,0.495,0.03,-0.4849805,-0.205,0.175
"5184",-0.125,0.005,0.685,-0.345,-0.245,-0.5,0.3650195,-0.315,0.785
"5188",-0.3299902,0.4100098,0.7500098,-0.8399902,-0.2999902,-0.444990234,-0.4599707,-0.05999023,-0.2799902
"5193",0.515,-0.595,0.585,0.015,-0.195,0.16,-0.6249805,0.505,-0.195
"5194",0.12,-1.98,0.54,0.7,-1.54,-0.295,0.8000195,-0.29,0.16
"5202",-0.92,0.05,0.62,-0.1,0.11,0.125,0.1900195,-0.6,-0.38
"5206",-1.13,0.16,-0.78,-0.44,0.01,-0.045,0.03001953,0.3,0.19
"5207",0.81,-0.25,-0.34,0.44,-0.23,-0.495,0.5000195,0.72,0.01
"5208",0.085,-0.255,-0.635,-0.305,0.435,-0.24,0.3050195,1.065,-0.435
"5218",0.695,0.215,-0.815,0.545,0.365,-1.28,0.3050195,-0.415,-1.025
"5219",0.595,0.145,-0.505,0.805,0.375,-0.87,0.1650195,0.095,-0.265
"5221",0.27,0.86,-0.41,4.7,4.71,-1.505,2.14002,2.48,-0.56
"5227",-0.415,-0.315,-0.015,-0.325,-0.345,-0.82,-0.07498047,-0.995,1.535
"5230",0.1,0.48,0.34,0.25,-0.29,-0.575,-0.3499805,-1.2,0.97
"5234",-0.5899902,1.28001,-0.7999902,1.00001,0.5600098,1.565009766,0.0900293,-0.9199902,-1.40999
"5235",-0.665,-0.815,-0.255,-0.195,-0.235,-0.17,-0.6649805,-0.285,0.075
"5236",3.455894e-18,-0.03,0.22,0.85,-0.14,-0.425,-0.4799805,-0.26,-0.18
"5240",-0.005009766,-0.08500977,0.9949902,0.7749902,-0.01500977,-0.520009766,-0.9949902,0.2449902,-0.5250098
"5241",-0.03498051,-0.004980507,1.055019,0.1650195,-0.3849805,-0.199980507,0.395039,-0.4949805,-0.3449805
"5248",0.01499023,-0.1150098,0.03499023,-0.2850098,-0.3150098,-0.170009766,-0.7749902,-0.07500977,0.3649902
"5266",0.96,0.19,0.25,-0.31,0.44,0.035,-0.6999805,-0.78,-0.36
"5273",0.685,1.875,0.305,0.175,0.035,-0.65,2.55502,-1.135,-1.945
"5274",1.705,3.625,-0.375,0.635,0.225,-0.31,4.38502,-1.215,-0.905
"5276",2.415,4.405,-0.265,1.275,0.565,-1.02,5.19502,-1.015,-1.225
"5280",0.6550195,0.2050195,0.005019493,-0.004980507,-0.3649805,-0.479980507,2.465039,0.5050195,-0.9249805
"5282",0.6199902,-9.765625e-06,0.1899902,-0.3700098,-0.2200098,-0.105009766,1.91001,0.3999902,-0.5200098
"5285",-0.375,0.765,0.715,-0.055,0.265,-0.61,0.9350195,0.245,-0.615
"5291",0.69,1.4,-0.52,0.31,-0.02,1.245,0.09001953,-0.13,-0.87
"5296",0.06,-0.49,0.23,-3.469447e-18,-0.22,-0.225,0.3100195,0.12,0.96
"5301",1.37,0.1,0.91,1.07,-0.26,-0.805,0.2000195,-1.53,-0.69
"5304",0.41,-0.31,0.71,-0.74,0.63,0.165,0.1600195,-0.21,-0.79
"5305",1.895,-0.215,1.485,-2.325,0.185,-0.27,-0.3449805,-0.065,-0.755
"5308",0.335,-0.325,0.645,-0.265,0.835,0.96,-0.4549805,-0.185,0.015
"5310",0.075,0.165,1.165,0.045,-0.165,0.52,-1.16498,0.475,-0.085
"5315",-0.1475,0.2925,1.5525,0.4125,-0.0875,-0.0325,-1.51748,-0.1575,0.5825
"5316",-0.255,0.435,1.485,0.505,-0.165,0.11,-1.53498,-0.295,0.485
"5319",0.19,0.51,0.72,0.78,1.07,0.015,-0.2399805,-0.81,0.13
"5320",1.17999,1.39999,0.5499902,1.58999,0.9699902,-0.315009766,1.48001,-0.7600098,-0.5800098
"5321",0.005009766,0.7650098,0.4850098,-1.27499,-0.3749902,0.880009766,-0.1649707,-0.2749902,-0.3249902
"5323",-0.0425,1.1175,0.5175,-1.9825,-0.0925,0.7225,-0.02248047,-0.9225,-0.5425
"5340",0.06999023,0.1199902,1.08999,1.04999,-0.5500098,0.324990234,-0.2999902,-0.9000098,-0.6100098
"5341",-0.07248051,0.5175195,1.357519,1.127519,0.5575195,0.482519493,0.457539,0.4575195,0.3475195
"5342",-0.105,0.585,0.905,0.845,0.405,0.52,0.1550195,0.185,0.335
"5346",0.75,0.42,-0.22,1.75,-0.36,-0.155,-0.09998047,1.93,-0.01
"5350",0.085,-0.345,-0.275,-0.255,-0.625,-0.57,0.9650195,1.305,-0.415
"5352",-0.19,0.36,0.6,-0.11,0.08,0.945,0.3800195,0.4,-0.29
"5355",-0.775,1.625,0.635,0.775,0.215,-0.02,1.05502,-0.305,-1.515
"5356",0.525,0.775,0.565,-0.385,-0.115,-0.57,0.6650195,-0.435,-0.865
"5358",0.6099902,0.8399902,0.6599902,0.009990234,-0.4500098,0.154990234,-0.8599902,-0.2800098,-0.4700098
"5361",0.105,0.555,2.115,-0.355,-0.465,-0.03,0.4750195,0.005,-0.345
"5371",0.655,1.765,0.025,-0.815,-0.715,-0.47,-0.9349805,0.035,0.045
"5375",-0.285,1.745,1.765,-0.305,-1.255,1.23,-1.12498,-0.365,-1.605
"5381",0.04000977,0.7400098,0.2600098,-1.03999,-1.19999,-0.504990234,-1.099971,-1.33999,-2.05999
"5390",-0.0525,0.3775,-0.1125,-0.6425,-0.6325,-0.1375,-0.1224805,-0.5225,-1.7825
"5395",0.345,0.345,0.325,0.125,-0.095,-0.35,0.5650195,0.105,-0.335
"5404",0.35,0.67,0.31,-0.5,0.27,0.305,-1.30998,-0.85,0.38
"5405",-0.18,0.02,-0.4,-0.28,-0.05,0.715,0.1300195,-0.11,-0.44
"5407",-0.14,0.49,-0.5,0.01,0.41,-0.085,1.32002,-0.38,0.09
"5411",-0.015,0.045,-0.995,0.455,0.185,1.06,-1.15498,0.085,0.275
"5421",-0.02998051,-0.4199805,0.2200195,-0.06998051,-0.1499805,-0.924980507,-0.289961,-0.4399805,0.3700195
"5426",0.5649902,0.7349902,0.1749902,1.00499,-0.1050098,-0.970009766,-0.7049902,0.1749902,0.9449902
"5427",0.225,0.515,-0.175,1.225,0.255,-0.15,-0.5549805,-0.145,0.835
"5439",0.5050195,0.1150195,-0.04498051,1.485019,0.5250195,-0.189980507,0.145039,-0.3049805,1.495019
"5445",-0.175,-0.195,3.105,-0.335,-0.825,0.03,-0.1549805,0.595,-1.235
"5446",-0.4625,0.0675,1.4675,0.4175,0.1475,-0.0175,-0.6324805,0.2775,-1.4925
"5450",-0.4000098,1.27999,1.05999,0.4099902,-0.3500098,0.124990234,0.2100098,0.9199902,-0.2700098
"5452",-0.775,0.665,0.565,-0.135,-0.435,0.12,0.1750195,0.975,-0.545
"5453",-0.64,0.96,0.91,0.04,-0.56,0.245,0.2900195,1.06,-0.6
"5454",-0.565,0.665,1.355,0.115,-0.305,0.23,-0.08498047,1.085,-0.475
"5456",-2.255,0.615,0.225,-0.395,0.455,1.42,1.38502,-0.795,-4.355
"5460",0.04999023,-0.1700098,1.25999,-0.6100098,-1.22001,-0.325009766,-0.01999023,-0.3600098,-2.05001
"5464",0.52,0.26,0.36,0.01,-0.03,0.455,-0.6599805,-0.12,0.37
"5466",0.055,-0.475,0.235,-0.005,0.225,0.24,0.1650195,0.375,-0.055
"5469",-0.085,-0.255,1.235,0.395,0.655,-0.04,1.61502,0.385,0.315
"5470",0.075,-0.795,1.445,-0.195,-0.395,-0.28,-0.7949805,-0.325,0.005
"5487",0.2050098,0.4250098,1.66501,0.3050098,-0.3449902,0.250009766,-0.0349707,-0.3049902,-0.6749902
"5490",-1.565,-0.695,0.715,2.045,0.505,-0.86,0.9350195,0.675,-2.235
"5491",-0.8249805,0.4550195,0.04501949,0.5450195,0.4950195,0.330019493,0.285039,-0.3349805,-0.3649805
"5492",-0.49,0.6,0.05,0.51,1.01,0.245,0.1800195,-0.46,-0.56
"5497",-0.525,1.505,0.305,0.145,0.075,0.13,0.6750195,-0.195,0.415
"5502",0.52,-0.22,1.07,0.44,0.11,0.495,0.9800195,-0.09,-0.45
"5507",1.66001,1.17001,1.18001,-0.08999023,-0.2099902,-0.714990234,0.7700293,-0.7299902,0.5300098
"5515",0.3850098,1.18501,0.8750098,-0.2649902,-0.1849902,-0.549990234,-1.044971,0.01500977,-0.2749902
"5516",0.285,1.035,0.485,-0.395,-0.235,-0.99,-1.28498,0.095,-0.235
"5523",0.615,0.705,1.125,0.115,1.045,-1.29,-0.9949805,-0.725,-1.025
"5530",0.825,0.265,0.825,0.085,0.015,0.09,-0.4449805,0.035,0.275
"5532",0.4250098,0.4650098,-0.1149902,0.6350098,0.6850098,0.210009766,0.0350293,-0.06499023,-0.2149902
"5534",1.2,0.21,1.04,0.87,0.66,0.555,0.4500195,1.3,1.64
"5545",-0.515,0.515,1.275,0.505,-0.665,-0.57,0.6450195,0.235,-1.445
"5546",-0.29,0.71,1.42,0.72,-0.46,-0.095,0.4800195,0.13,-1.74
"5548",-0.4,0.84,1.86,0.68,-0.26,0.405,0.8200195,3.469407e-18,-1.54
"5551",0.27,0.44,-0.06,0.26,0.34,-0.155,-0.4399805,-0.45,-0.9
"5553",-0.33,-0.19,0.41,0.88,-3.469447e-18,-0.235,0.1300195,-0.48,-0.63
"5554",1.510019,2.150019,1.700019,0.3500195,-0.4899805,-1.514980507,2.130039,-1.169981,-1.569981
"5556",3.5475,5.2275,3.7875,1.3375,-0.4325,-0.0575,3.84752,-1.4725,-0.7425
"5559",-0.03,1.94,1.12,0.71,-0.85,-0.875,0.03001953,-0.23,0.86
"5576",0.205,0.465,1.155,0.385,0.645,1.1,0.8350195,0.055,-1.075
"5578",0.425,0.885,0.865,0.325,0.835,0.34,0.6350195,-0.605,-0.485
"5579",0.765,1.445,0.725,0.075,0.255,-0.42,0.3750195,-0.385,0.035
"5581",0.5549902,-0.2250098,0.7349902,0.2049902,-0.3050098,-1.420009766,-0.02499023,-0.7450098,-1.00501
"5584",0.35,0.5,0.37,0.41,1.05,-0.295,0.7700195,-0.06,0.71
"5586",2.705,-2.765,5.125,0.685,1.115,-1,3.02502,-1.025,-2.055
"5589",1.145,1.305,1.105,1.005,0.875,1.35,0.1750195,0.055,-1.705
"5593",-0.025,0.165,1.115,0.105,-0.385,0.91,0.6050195,0.015,-0.195
"5594",-0.08000977,0.3299902,1.06999,-0.2800098,-0.3500098,0.434990234,0.5700098,0.4299902,-0.2600098
"5595",0.26,0.87,1.74,-0.02,-0.57,0.645,1.36002,0.86,-0.17
"5598",0.11,0.24,0.58,0.18,-0.27,0.375,0.3100195,0.5,0.14
"5601",0.2450195,0.8450195,0.2050195,1.065019,0.2950195,0.130019493,-0.334961,0.6250195,0.3650195
"5603",0.34,0.85,-0.11,0.89,0.52,0.085,-0.2799805,0.65,0.57
"5604",0.425,1.305,-0.405,1.075,0.435,0.11,0.1950195,0.635,0.325
"5607",0.405,0.905,-0.525,0.615,0.675,-0.38,0.2350195,-0.605,-0.085
"5608",0.37,1.45,-0.41,1.37,0.04,-1.115,-0.1199805,-0.84,2.11
"5609",0.71,1.77,-0.4,1.39,-0.07,-1.335,-0.1899805,-1.09,2.61
"5610",0.93,1.94,-0.21,1.31,-0.19,-1.435,-0.1899805,-1.21,2.51
"5611",0.485,1.805,-0.025,1.545,-0.015,-0.88,-0.04498047,-0.855,2.785
"5616",0.57,1.42,0.53,1.14,0.86,-0.095,0.6800195,-0.11,0.16
"5619",0.015,0.565,0.735,-0.145,-0.145,-0.25,0.3950195,0.095,1.235
"5621",0.235,0.275,0.415,0.025,0.235,-0.11,-0.4949805,0.275,0.005
"5622",0.4999902,0.8599902,-0.1200098,-0.06000977,0.2899902,0.164990234,-1.05999,0.1299902,-0.1000098
"5623",0.4299902,0.9299902,-0.08000977,0.009990234,0.2099902,0.394990234,-1.12999,0.3699902,-0.3200098
"5626",0.5800098,-0.5999902,1.13001,0.1900098,1.17001,0.355009766,-0.8799707,-1.03999,-0.4899902
"5629",0.475,1.095,0.475,0.115,0.015,-1.02,-0.4149805,-0.235,0.945
"5630",1.65,2.89,0.27,-1.04,-1.01,-0.675,-0.4099805,-0.25,1.39
"5636",0.145,-0.665,1.365,-0.145,-0.005,0.44,0.04501953,0.215,0.425
"5644",0.505,0.335,0.495,0.085,-0.055,-0.07,-3.03498,-1.485,-0.785
"5645",0.455,0.185,1.105,0.055,0.365,0.55,-2.46498,0.825,0.455
"5651",-0.075,-0.175,-1.905,0.235,0.335,-1.82,-1.80498,-1.185,-0.085
"5656",0.5850195,0.7650195,-0.2849805,-1.184981,0.1750195,-0.239980507,-1.014961,-0.04498051,-0.6849805
"5662",-0.33,-0.02,-0.22,0.04,0.16,0.015,-0.6499805,0.19,-0.42
"5664",-0.255,0.945,-1.125,0.255,0.665,-0.62,-1.07498,1.325,-0.505
"5665",0.1399902,0.1399902,-0.9900098,-0.01000977,0.3999902,-0.265009766,0.4400098,-0.1700098,-0.5800098
"5669",0.87,1.34,0.46,0.59,0.34,0.625,-0.04998047,-0.03,0.94
"5672",-0.1,0.9,-0.05,0.32,0.31,0.185,0.9900195,-0.35,-0.45
"5676",0.2249902,-0.3350098,1.71499,0.8549902,0.1749902,-0.640009766,-0.3049902,-0.4050098,-0.7850098
"5681",0.01,1.01,-0.29,-0.06,0.22,-0.165,-1.07998,0.46,1.21
"5683",-0.34,1.21,0.56,0.26,0.17,-0.145,-0.4499805,0.55,0.03
"5697",0.3099902,0.1299902,-0.3000098,-0.3500098,-0.9000098,-0.515009766,-0.5399902,-0.4200098,0.2699902
"5699",0.325,0.665,-1.495,1.025,0.555,-0.24,-0.06498047,0.155,-0.165
"5700",0.055,0.505,-1.075,1.275,0.615,0.05,0.2350195,0.075,-0.405
"5701",0.505,3.115,0.165,-0.285,-0.225,0.64,-0.7749805,-0.375,-1.025
"5704",-0.4999805,1.880019,0.7000195,0.6700195,0.7600195,0.095019493,0.460039,-0.6199805,0.8600195
"5708",0.07,1.37,0.2,0.05,0.09,-0.245,0.1800195,-0.08,0.04
"5711",0.43,0.28,-0.12,1.27,-0.1,0.225,0.1300195,0.23,0.52
"5714",2.125,0.685,0.155,2.005,-0.025,0.25,-0.1949805,-0.125,-0.615
"5715",0.64,-0.05,0.13,1.52,0.57,0.035,-0.6299805,0.53,0.66
"5718",1.88,1.91,0.91,0.89,0.24,-0.035,0.6000195,-0.14,-0.02
"5721",2.49,3.09,0.24,1.42,1.87,-0.225,0.3900195,-0.36,-3.53
"5725",2.39499,2.07499,2.88499,0.3349902,-0.09500977,0.509990234,-1.33499,-0.4250098,0.1049902
"5728",1.115,0.125,-0.185,-0.545,0.085,-0.09,0.6650195,0.845,0.485
"5740",0.16,0.62,1.37,0.39,-0.26,-0.465,1.36002,1.18,-0.46
"5742",-0.33,1.04,1.07,0.15,0.19,0.495,-0.1499805,-0.12,0.17
"5744",-0.7100098,1.62999,1.86999,0.5799902,0.1999902,0.234990234,-0.5999902,0.06999023,-0.02000977
"5746",-0.35,1.58,1.6,0.47,0.08,-0.065,0.2600195,-0.05,-0.33
"5749",0.12,0.62,0.5,0.13,0.01,-0.405,-0.4899805,0.36,0.34
"5750",-0.27,0.28,0.65,0.09,0.03,-0.035,-0.3999805,0.38,0.38
"5754",0.4850098,1.48501,0.1050098,0.8450098,1.84501,-1.979990234,0.1050293,-0.4249902,-1.12499
"5762",0.6750195,0.3750195,1.385019,0.5650195,-0.2749805,1.250019493,0.255039,0.5950195,-0.8749805
"5763",0.635,0.315,0.565,0.155,-1.095,0.98,0.4250195,1.095,-1.095
"5767",0.16,0.22,-0.06,-0.04,-0.22,-0.115,-0.2899805,0.09,-0.2
"5773",0.08,0.78,0.64,-0.14,-0.07,-0.115,0.2200195,-0.3,-1.42
"5774",0.83,0.31,1.21,-0.07,1.01,0.795,-1.02998,-0.76,-1.53
"5777",0.06,0.74,0.46,-0.42,-0.64,-0.505,-0.1699805,-0.28,0.8
"5778",-0.155,0.895,0.775,-0.165,-0.845,-0.04,-0.6649805,-0.265,0.985
"5781",0.3300195,0.03001949,-0.4199805,0.1700195,-0.8399805,-0.424980507,0.190039,1.590019,0.5800195
"5783",0.405,0.555,-0.275,1.205,-0.775,-1.08,0.3750195,-0.145,-1.295
"5784",-0.085,1.165,0.025,0.675,-0.165,-0.61,-0.004980469,-0.465,-0.045
"5788",0.4050098,-0.1149902,-0.2949902,0.1750098,0.3750098,0.650009766,-0.5549707,0.7050098,0.02500977
"5789",-0.015,-0.725,0.785,-0.065,0.275,0.38,-0.6449805,0.835,0.555
"5791",0.3900195,1.300019,0.03001949,-0.1499805,0.8600195,-0.594980507,0.890039,-1.899981,-0.1499805
"5793",0.3750098,0.5450098,1.15501,0.5050098,-0.05499023,-0.399990234,0.3350293,0.4250098,0.1950098
"5794",0.5799902,0.6699902,0.6299902,0.1599902,0.1099902,-0.205009766,0.1900098,0.3799902,0.08999023
